4;2;740494,44;209,1;1480,56;267460,21
5;2;716775,57;173,57;1502,36;298073,74
6;2;648859,11;19,08;1477,68;324586,49
7;2;725595,84;123,24;1491,42;342458,6
1;2;749458,56;153,62;1489,16;328007,99
2;2;759151,75;209,21;1499,05;287061,68
3;2;759396,28;231,35;1513,39;279696,4
4;2;769703,88;169,1;1536,99;316138,17
5;2;742136,36;220,85;1519,45;279655,65
6;2;649732,09;123,21;1492,08;276560,9
7;2;736163,21;216,47;1486,87;280830,42
1;2;765930,06;231;1500,58;281566,03
2;2;779244,95;246,78;1516,86;273096,6
3;2;793522,25;253,87;1517,55;275129,12
4;2;790922,99;257,34;1512,72;283219,94
5;2;759264,29;228,65;1514,1;285011,65
6;2;671146,79;100,78;1526,51;285814,09
7;2;772446,19;190,82;1524,98;304476,43
1;2;805777,61;248,96;1524,24;302222,75
2;2;814385,28;222,84;1524,45;277212,35
3;2;822231,96;210,16;1534,3;269935,07
4;2;807473,25;185,57;1537,02;268390,77
5;2;773852,97;153,39;1524,47;274686,44
6;2;700460,93;83,72;1536,74;262131,82
7;2;791412,19;211,55;1527,5;245497,45
1;2;824840,91;247,86;1525,86;251780,59
2;2;837201,17;261,92;1527,9;261396,58
3;2;843910,15;286,27;1522,71;236367,89
4;2;837838,89;274,95;1509,13;240791,93
5;3;779457,35;223,96;1530,76;241862,87
6;3;696628,27;200,82;1531,8;242223
7;3;632409,8;144,12;1528,96;240740,77
1;3;529731,88;62,17;1511,36;229769,45
2;3;534571,79;53,14;1538,8;223111,33
3;3;566460,84;76,32;1526,84;218317,9
4;3;655563,06;189,77;1521,04;230310,92
5;3;685963,31;211,86;1508,13;242453,95
6;3;666295,86;93,98;1524,82;263612,81
7;3;771207,64;233,67;1500,28;248966,02
1;3;805357,44;300,1;1514,48;193765,58
2;3;814125,76;304,03;1511,94;188803,95
3;3;824198,14;263,21;1511,52;212751,78
4;3;818732,85;252,36;1510,2;234783,8
5;3;782334,92;223,14;1504,35;223877,85
6;3;704059,67;147,96;1489,55;223180,9
7;3;813989,93;221,5;1480,33;206914,81
1;3;836883,78;245,76;1477,97;210324,82
2;3;833759,12;264,04;1474,16;202719,81
3;3;828896,5;269,48;1510,84;203411,39
4;3;830236,33;267,1;1504,36;190834,65
5;3;804349,27;255,81;1508,68;206105,86
6;3;730492,43;187,07;1506,38;206763,19
7;3;852219,84;285,13;1491;188301,72
1;3;898223,79;276,82;1476,6;223738,72
2;3;916785,49;285,32;1481,68;232745,01
3;3;924249,61;327,88;1474,54;209271,61
4;3;909568,41;298,12;1503,95;199887,19
5;3;849661,28;284,66;1495,91;235813,59
6;3;738249,19;190,35;1511,65;238479,11
7;3;832864,9;252,34;1581,16;204465,65
1;3;885410,4;293,48;1608,42;200344,2
2;3;907217,21;307,35;1606,34;185690,14
3;3;922305,17;320,24;1591,1;186346,02
4;3;925635,29;301,71;1585,94;202538,06
5;3;883701,53;306,42;1566,73;190886,67
6;3;786547,84;273,64;1575,33;182878,99
7;3;906906,89;316,91;1580,29;147249,83
1;3;948102,08;334,8;1552,94;136552,16
2;3;944781,1;330,09;1570,24;118151,86
3;3;914066,32;313,67;1559,92;163603,61
4;3;894601,59;312,65;1535,62;156467,15
5;3;842827,28;313,09;1507,53;134987,37
6;3;743699,89;294,34;1496,28;130045,44
7;3;765221,15;293,97;1503,95;135678,71
1;3;862443,97;308,62;1470,95;143277,82
2;3;881814,17;305,99;1468,06;165638,46
3;3;877336,23;303,39;1488,62;161425,94
4;3;881159,91;304,45;1488,05;168764,48
5;3;856955,95;292,03;1473,75;192674,82
6;3;775774,7;249,68;1456,82;202733,03
7;3;894256,25;299,75;1442,3;199760,84
1;3;928921,4;308,54;1444,9;182999,16
2;3;928406,76;307,28;1458,07;168878,37
3;3;926867,91;303,86;1449,78;185293,9
4;3;923850,47;312,42;1450,37;164617,31
5;3;886206,49;313,74;1442,21;150830,97
6;3;804012,17;300,27;1427,49;153392,44
7;3;926498,45;323,91;1430,86;118052,93
1;3;958692,72;319,78;1431,61;125006,62
2;3;963688,31;322,78;1431,48;127549,09
3;3;968047,93;315,45;1438,12;154547,54
4;3;962469,03;311,91;1452,37;154598,33
5;3;917291,78;314,98;1453,19;113569,25
6;3;823431,08;303,51;1456,5;165822,68
7;3;914730,88;314,08;1454,92;165604,43
1;3;922815,22;309,22;1455,99;173765,94
2;3;919478,9;311,8;1452,45;170480,61
3;3;919940,84;315,06;1452,83;149143,42
4;3;900572,74;312,76;1428,74;160561,03
5;3;746867,8;310,39;1426,03;186500,34
6;3;632688,25;153,43;1440,22;213528,37
7;3;655952,54;198,23;1675,2;211373,38
1;3;684727,31;254,72;1423,1;173766,33
2;3;722817,74;302,37;1441,2;136964,27
3;3;842426,71;316,77;1433,27;124291,06
4;3;851037,31;313,3;1448,3;141936,08
5;3;814721,55;309,2;1450,35;147792,83
6;3;747993,05;274,98;1448,41;184132,31
7;3;853884,35;309,12;1455,08;176960,01
1;3;891049,74;310,62;1443,21;172081,61
2;3;891718,01;310,58;1476,63;155052,85
3;3;901403,4;310,33;1491,2;164974,27
4;3;907222,41;310,55;1493,42;182438,32
5;3;877759,38;306,91;1495,37;182377,14
6;3;799815,16;304,3;1496,35;168043,45
7;3;925940,33;311,08;1500,58;179353,99
1;3;945699,84;310,69;1505,37;179348,32
2;3;933874,68;315,53;1507,72;163468,28
3;3;917111,11;311,2;1503,1;156493,26
4;3;826214,71;299,18;1504,62;179258,99
5;3;801799,51;295,04;1497,46;177923,72
6;4;757774,69;277,46;1487,13;179406,63
7;4;881451,34;308,62;1487,47;161669,46
1;4;901080,38;310,53;1484,46;150640,92
2;4;899621,04;307,61;1488,67;163290,28
3;4;888977,8;305,74;1472,77;163301,59
4;4;877058,84;305,11;1474,55;149622,88
5;4;827973,94;292,24;1474,31;166686,08
6;4;738929,51;283,2;1465,89;172456,32
7;4;839070,91;297,78;1474,03;146964,89
1;4;860690,35;304,4;1465,44;141949,91
2;4;865647,51;299,25;1477,42;157527,17
3;4;863468,19;303,66;1481,1;167312,85
4;4;845986,11;304,22;1472,78;175001,04
5;4;798045,13;296,71;1472,27;198212,55
6;4;705284,2;244,57;1460,49;212737,28
7;4;807066,26;292,27;1459,19;149364,9
1;4;819044,06;309,81;1477,96;92304,59
2;4;820813,43;311,92;1500,43;96385,16
3;4;820973,2;305,28;1500,56;130241,45
4;4;804155,73;305,82;1502,19;142743,91
5;4;763560,69;295,73;1498,08;194126,01
6;4;662408,46;243,09;1493,21;162412,25
7;4;755722,83;309,31;1510,06;107739,86
1;4;781993,66;310,24;1503,48;98021,9
2;4;790835,09;308,45;1507,76;109993,3
3;4;785496,59;314,3;1502,58;100017,42
4;4;785270,3;309,55;1495,5;99059,55
5;4;751040,82;302,8;1481,86;134836,57
6;4;664945,02;266,43;1465,22;138523,32
7;4;761379,59;310,95;1473,85;92166,08
1;4;778006,36;309,72;1470,78;94300,27
2;4;784800,93;305,41;1472,71;97911,4
3;4;785727,79;301,13;1476,19;129165,12
4;4;782614,68;296,11;1477,92;143705,97
5;4;736929,44;294,42;1464,12;132324,58
6;4;651366,53;259,46;1466,19;123186,24
7;4;738455,54;286,16;1460,04;111015,53
1;4;770858,88;293,36;1466,09;149846,82
2;4;765447,96;292,22;1471,84;110842,96
3;4;765054,23;305,35;1474,61;94997,33
4;4;763606,89;300,93;1477,99;124322,26
5;4;724288,99;284,3;1471,81;155326,74
6;4;647794,9;182,65;1470,9;143173,82
7;4;744429,18;272,7;1470;108743,58
1;4;765952,74;303,3;1469,2;86584,76
2;4;771719,79;310,61;1470,77;86342,89
3;4;771342,92;315,64;1468,99;77009,73
4;4;764368,6;315,62;1467,39;77458,92
5;4;728726,31;313,22;1459,16;74872,02
6;4;641373,88;265,4;1454,72;104235,9
7;4;738241,56;280,22;1455,81;131834,82
1;4;763348,46;282,92;1455,17;157765,31
2;4;757892,52;285,34;1447,73;164484,83
3;4;761193,47;293,75;1439,83;132447,88
4;4;757336,51;303,15;1438,27;110507,23
5;4;725304,26;307,93;1437,52;134989,83
6;4;643927,5;239,77;1438,43;142707,23
7;4;687326,07;310,86;1437,93;88376,87
1;4;664088,3;302,92;1433,16;84765,62
2;4;745798,51;315,68;1420,28;78127,27
3;4;762912,43;309,66;1421,24;82281,03
4;4;778573,21;301,68;1425,67;142406,17
5;4;728595,78;287,8;1418,79;125107,67
6;4;651677,33;239,69;1416,01;120226,15
7;4;756384,3;268,55;1414,26;180122,79
1;4;777776,86;281,68;1410,57;144275,45
2;4;770393,44;283,04;1399,18;149018,85
3;4;771087,65;294,22;1407,48;121306,95
4;4;763610,76;295,95;1428,09;117777,93
5;4;735603,64;311,51;1427,19;89106,16
6;4;657594,82;267,3;1422,69;108727,87
7;4;759939,44;320,69;1421,49;85720,19
1;4;780205,87;310,37;1422,68;80417,48
2;4;784087,8;312,83;1417,4;96353,38
3;4;796674,91;299,56;1405,48;104936,4
4;4;791084,91;296,15;1415,41;92203,97
5;4;742117,1;312,34;1412,41;87212,84
6;4;662654,14;245,69;1415,96;98430,35
7;4;774361,23;309,84;1411,11;85264,01
1;4;799483,03;310,49;1411,64;72377,79
2;4;799550,38;297,27;1410,31;80781,21
3;4;805276,25;313,06;1407,39;79596,79
4;4;813510,76;314,38;1405,28;90264,54
5;4;768607,72;301,46;1399,99;89719,57
6;4;697866,43;297,11;1401,42;88913,8
7;4;808660,14;298,61;1401,27;123469,26
1;4;832528,53;315,9;1400,53;118427,47
2;4;840955,42;321,83;1403,34;92404,69
3;4;826230,53;314,13;1404,85;109147,4
4;4;829050,96;299,55;1407,61;160456,85
5;4;781171,2;313,48;1402,1;113046
6;1;715214,6;285,43;1408,64;153761,79
7;1;807379,19;286,09;1412,53;119400,68
1;1;831021,69;309,72;1419,44;99660,91
2;1;865567,09;301,49;1418,64;148462,2
3;1;872567,59;296,11;1415,52;177186,26
4;1;862715,75;312,66;1418,67;107040,67
5;1;820153,12;311,86;1416,84;90603,66
6;1;738047,64;306,4;1421,69;93073,69
7;1;849066,12;306,98;1426,24;98923,44
1;1;864545,42;321,09;1421,04;96617,33
2;1;869272,68;307,17;1424,52;116908,77
3;1;873325,83;317,84;1420,67;112085,43
4;1;857277,32;308,86;1422,16;123575,44
5;1;812841,82;280,34;1422,94;175896,26
6;1;717411,67;263,55;1420,11;114057,03
7;1;817161,55;289,73;1425,11;99683,33
1;1;834769,52;309,19;1426,48;94687,78
2;1;832895,16;316,06;1424,87;95752,44
3;1;834390,19;316,57;1424,01;85694,86
4;1;833941,01;310,94;1422,49;110215,47
5;1;793832,07;287,84;1423,97;165135,98
6;1;720136,93;217,4;1427,96;211553,5
7;1;823278,71;254,65;1425,97;191844,39
1;1;850515,8;305,81;1426,5;131980,54
2;1;859269,77;287,5;1427,58;140818,84
3;1;872000,95;282,43;1425,76;184438,14
4;1;856584,15;278,18;1425,63;148637,13
5;1;824617,02;297,1;1427,73;136095,05
6;1;761802,78;236,69;1436,3;203368,19
7;1;847742,16;250,22;1444,1;213646,37
1;1;798626,57;275,1;1452,71;150712,54
